Date,RIO.AX,TLS.AX,WES.AX,CPU.AX,SEK.AX,WOW.AX,CBA.AX,WBC.AX
2011-09-26,39.712032318115234,1.942920684814453,12.923606872558594,5.573087215423584,3.9806416034698486,17.424407958984375,26.10971069335937,11.411721229553224
2011-09-27,41.83616256713867,1.9557032585144043,13.381684303283691,5.678382396697998,4.223364353179932,17.52289581298828,27.12195205688477,12.042071342468262
2011-09-28,42.25175476074219,1.9748767614364624,13.521650314331056,5.731029033660889,4.304271697998047,17.64247703552246,27.092180252075195,12.279937744140623
2011-09-29,41.1962890625,1.9748767614364624,13.428337097167969,5.685903072357178,4.263817310333252,17.58620262145996,27.09814071655273,12.220470428466797
2011-09-30,40.76749038696289,1.9812676906585691,13.39864730834961,5.618212699890137,4.304271697998047,17.487720489501953,27.12195205688477,12.09559154510498
2011-10-04,38.92042922973633,1.9173561334609983,12.741228103637695,5.385061740875244,4.134366512298584,17.17116928100586,25.907264709472656,11.500922203063965
2011-10-05,39.77799987792969,1.9237473011016848,12.72850227355957,5.407624244689941,4.223364353179932,17.009376525878906,25.907264709472656,11.780414581298828
2011-10-06,41.74379348754883,1.9557032585144043,13.038128852844238,5.490355491638184,4.482268333435059,17.23447608947754,27.03264045715332,12.327510833740234
2011-10-07,43.80197525024414,1.9365302324295044,13.284131050109863,5.422666549682617,4.466086864471436,17.325923919677734,27.53875160217285,12.630791664123535
2011-10-10,44.46164321899414,1.968485713005066,13.39864730834961,5.482834815979004,4.5146307945251465,17.480684280395508,27.812650680541992,12.904340744018556
2011-10-11,44.85743713378906,1.9748767614364624,13.466513633728027,5.580608367919922,4.530812740325928,17.318893432617188,28.13418960571289,13.035165786743164
2011-10-12,44.50121688842773,1.96209454536438,13.40713119506836,5.603171348571777,4.47417688369751,17.529926300048828,28.259227752685547,12.862714767456056
2011-10-13,45.74140167236328,1.968485713005066,13.483477592468262,5.625734806060791,4.530812740325928,17.339994430541992,28.3306827545166,12.934077262878418
2011-10-14,45.05534744262695,1.96209454536438,13.419854164123535,5.588129043579102,4.498448848724365,17.227441787719727,28.283048629760746,12.850822448730469
2011-10-17,46.14377975463867,1.9876587390899656,13.547099113464355,5.640776634216309,4.579357624053955,17.368135452270508,28.76534652709961,13.07679843902588
2011-10-18,43.70302963256836,2.000441312789917,13.572546005249023,5.527961254119873,4.506539821624756,17.19930648803711,28.25327682495117,12.832980155944824
2011-10-19,42.93121337890625,2.032397747039795,13.648892402648926,5.633255958557129,4.490359306335449,17.25558090209961,28.58672332763672,12.993544578552246
2011-10-20,41.46014404296875,2.013224601745605,13.377442359924316,5.460270881652832,4.417541980743408,17.297786712646484,28.414039611816406,12.803250312805176
2011-10-21,41.27543640136719,2.006832838058472,13.148404121398926,5.482834815979004,4.716899394989014,16.92496109008789,28.312828063964844,12.785408020019531
2011-10-24,43.29402542114258,2.032397747039795,13.517409324645996,5.603171348571777,4.862532615661621,17.14303207397461,29.045202255249023,13.177886962890623
2011-10-25,43.95369720458984,2.006832838058472,13.458026885986328,5.49787712097168,4.700716972351074,16.910892486572266,29.00946807861328,13.082743644714355
2011-10-26,44.02626037597656,2.013224601745605,13.530133247375488,5.460270881652832,4.862532615661621,16.988271713256836,29.24169540405273,13.26114273071289
2011-10-27,45.97887802124024,2.019615173339844,13.860963821411133,5.520440101623535,5.0728912353515625,16.939027786254883,29.76567268371582,13.534692764282228
